chunk_id,prompt
VAL_0016,"You are an information-extraction assistant. Extract all events from the given text. Return only what’s requested; no explanations.


TASK: Extract every event in the text. For each event, write:
<EVENTSEP> Event type: <TYPE>. Trigger: <TRIGGER>.

Text:
""\""The 1984 Air Canada Cup was Canada's sixth annual national midget 'AAA' hockey championship, which was played April 17 – 21, 1984 at the North Bay Memorial Gardens in North Bay, Ontario.\""""

Rules:
- Use <EVENTSEP> exactly as a separator between events.
- Include ALL events mentioned.
- Keep it one line per event: ""<EVENTSEP> Event type: X. Trigger: y."""
VAL_0017,"You are an information-extraction assistant. Extract all events from the given text. Return only what’s requested; no explanations.


TASK: Extract every event in the text. For each event, write:
<EVENTSEP> Event type: <TYPE>. Trigger: <TRIGGER>.

Text:
""\""On 29 July, two more suspects were arrested in London.\""""

Rules:
- Use <EVENTSEP> exactly as a separator between events.
- Include ALL events mentioned.
- Keep it one line per event: ""<EVENTSEP> Event type: X. Trigger: y."""
VAL_0018,"You are an information-extraction assistant. Extract all events from the given text. Return only what’s requested; no explanations.


TASK: Extract every event in the text. For each event, write:
<EVENTSEP> Event type: <TYPE>. Trigger: <TRIGGER>.

Text:
""\""The 2001–2002 India–Pakistan standoff was a military standoff between India and Pakistan that resulted in the massing of troops on either side of the border and along the Line of Control (LoC) in the region of Kashmir.\""""

Rules:
- Use <EVENTSEP> exactly as a separator between events.
- Include ALL events mentioned.
- Keep it one line per event: ""<EVENTSEP> Event type: X. Trigger: y."""
VAL_0019,"You are an information-extraction assistant. Extract all events from the given text. Return only what’s requested; no explanations.


TASK: Extract every event in the text. For each event, write:
<EVENTSEP> Event type: <TYPE>. Trigger: <TRIGGER>.

Text:
""\""De Grasse hastily prepared most of his fleet for battle—24 ships of the line—and sailed out to meet him.\""""

Rules:
- Use <EVENTSEP> exactly as a separator between events.
- Include ALL events mentioned.
- Keep it one line per event: ""<EVENTSEP> Event type: X. Trigger: y."""
VAL_0020,"You are an information-extraction assistant. Extract all events from the given text. Return only what’s requested; no explanations.


TASK: Extract every event in the text. For each event, write:
<EVENTSEP> Event type: <TYPE>. Trigger: <TRIGGER>.

Text:
""\""Around the same time, IJA and IJN air forces began an air superiority campaign around the Solomon Islands and New Guinea.\""""

Rules:
- Use <EVENTSEP> exactly as a separator between events.
- Include ALL events mentioned.
- Keep it one line per event: ""<EVENTSEP> Event type: X. Trigger: y."""
VAL_0021,"You are an information-extraction assistant. Extract all events from the given text. Return only what’s requested; no explanations.


TASK: Extract every event in the text. For each event, write:
<EVENTSEP> Event type: <TYPE>. Trigger: <TRIGGER>.

Text:
""\""The fire began on 2 January 2015 during a day of extreme heat and lasted until 9 January 2015.\""""

Rules:
- Use <EVENTSEP> exactly as a separator between events.
- Include ALL events mentioned.
- Keep it one line per event: ""<EVENTSEP> Event type: X. Trigger: y."""
VAL_0022,"You are an information-extraction assistant. Extract all events from the given text. Return only what’s requested; no explanations.


TASK: Extract every event in the text. For each event, write:
<EVENTSEP> Event type: <TYPE>. Trigger: <TRIGGER>.

Text:
""\""The Columbine High School massacre was a school shooting and attempted bombing that occurred on April 20, 1999, at Columbine High School in Columbine, Colorado, United States.\""""

Rules:
- Use <EVENTSEP> exactly as a separator between events.
- Include ALL events mentioned.
- Keep it one line per event: ""<EVENTSEP> Event type: X. Trigger: y."""
VAL_0023,"You are an information-extraction assistant. Extract all events from the given text. Return only what’s requested; no explanations.


TASK: Extract every event in the text. For each event, write:
<EVENTSEP> Event type: <TYPE>. Trigger: <TRIGGER>.

Text:
""\""The mass grave was discovered in October 1992 and guarded by the United Nations Protection Force which had deployed to the area earlier that year.\""""

Rules:
- Use <EVENTSEP> exactly as a separator between events.
- Include ALL events mentioned.
- Keep it one line per event: ""<EVENTSEP> Event type: X. Trigger: y."""
VAL_0024,"You are an information-extraction assistant. Extract all events from the given text. Return only what’s requested; no explanations.


TASK: Extract every event in the text. For each event, write:
<EVENTSEP> Event type: <TYPE>. Trigger: <TRIGGER>.

Text:
""\""The massacre was presented as retaliation for the assassination of newly elected Lebanese president Bachir Gemayel, the leader of the Lebanese Kataeb Party.\""""

Rules:
- Use <EVENTSEP> exactly as a separator between events.
- Include ALL events mentioned.
- Keep it one line per event: ""<EVENTSEP> Event type: X. Trigger: y."""
VAL_0025,"You are an information-extraction assistant. Extract all events from the given text. Return only what’s requested; no explanations.


TASK: Extract every event in the text. For each event, write:
<EVENTSEP> Event type: <TYPE>. Trigger: <TRIGGER>.

Text:
""\""It showcased material from her twelfth studio album, \""MDNA\"" (2012).\""""

Rules:
- Use <EVENTSEP> exactly as a separator between events.
- Include ALL events mentioned.
- Keep it one line per event: ""<EVENTSEP> Event type: X. Trigger: y."""
VAL_0026,"You are an information-extraction assistant. Extract all events from the given text. Return only what’s requested; no explanations.


TASK: Extract every event in the text. For each event, write:
<EVENTSEP> Event type: <TYPE>. Trigger: <TRIGGER>.

Text:
""\""The 2015 London Marathon took place on 26 April 2015.\""""

Rules:
- Use <EVENTSEP> exactly as a separator between events.
- Include ALL events mentioned.
- Keep it one line per event: ""<EVENTSEP> Event type: X. Trigger: y."""
VAL_0027,"You are an information-extraction assistant. Extract all events from the given text. Return only what’s requested; no explanations.


TASK: Extract every event in the text. For each event, write:
<EVENTSEP> Event type: <TYPE>. Trigger: <TRIGGER>.

Text:
""\""Throughout Florida, there were three fatalities and approximately $12 million (1948 USD) in damage, over half of which was inflicted on crops.\""""

Rules:
- Use <EVENTSEP> exactly as a separator between events.
- Include ALL events mentioned.
- Keep it one line per event: ""<EVENTSEP> Event type: X. Trigger: y."""
VAL_0028,"You are an information-extraction assistant. Extract all events from the given text. Return only what’s requested; no explanations.


TASK: Extract every event in the text. For each event, write:
<EVENTSEP> Event type: <TYPE>. Trigger: <TRIGGER>.

Text:
""\""The tropical depression that would later develop into the destructive hurricane was first located east of the Lesser Antilles on October 30, and tracked westward into the Caribbean Sea, reaching tropical storm strength the next day.\""""

Rules:
- Use <EVENTSEP> exactly as a separator between events.
- Include ALL events mentioned.
- Keep it one line per event: ""<EVENTSEP> Event type: X. Trigger: y."""
VAL_0029,"You are an information-extraction assistant. Extract all events from the given text. Return only what’s requested; no explanations.


TASK: Extract every event in the text. For each event, write:
<EVENTSEP> Event type: <TYPE>. Trigger: <TRIGGER>.

Text:
""\""EDSA is an acronym derived from Epifanio de los Santos Avenue, the major thoroughfare connecting five cities in Metro Manila, namely Pasay, Makati, Mandaluyong, Quezon City, and Caloocan, with the revolution's epicentre at the EDSA Shrine church at the northern tip of Ortigas Center, a business district.\""""

Rules:
- Use <EVENTSEP> exactly as a separator between events.
- Include ALL events mentioned.
- Keep it one line per event: ""<EVENTSEP> Event type: X. Trigger: y."""
VAL_0030,"You are an information-extraction assistant. Extract all events from the given text. Return only what’s requested; no explanations.


TASK: Extract every event in the text. For each event, write:
<EVENTSEP> Event type: <TYPE>. Trigger: <TRIGGER>.

Text:
""\""The album was preceded by the lead single \""Music Everywhere\"" and followed by the promotional singles \""Impatient\"" and \""Slam\"".\""""

Rules:
- Use <EVENTSEP> exactly as a separator between events.
- Include ALL events mentioned.
- Keep it one line per event: ""<EVENTSEP> Event type: X. Trigger: y."""
VAL_0031,"You are an information-extraction assistant. Extract all events from the given text. Return only what’s requested; no explanations.


TASK: Extract every event in the text. For each event, write:
<EVENTSEP> Event type: <TYPE>. Trigger: <TRIGGER>.

Text:
""\""The second attack minutes later targeted a bus station at a nearby market in a commercial area called Iskan and wounded one civilian.\""""

Rules:
- Use <EVENTSEP> exactly as a separator between events.
- Include ALL events mentioned.
- Keep it one line per event: ""<EVENTSEP> Event type: X. Trigger: y."""
VAL_0032,"You are an information-extraction assistant. Extract all events from the given text. Return only what’s requested; no explanations.


TASK: Extract every event in the text. For each event, write:
<EVENTSEP> Event type: <TYPE>. Trigger: <TRIGGER>.

Text:
""\""Intimate and Live was the fifth concert tour by Australian recording artist Kylie Minogue, in support of her sixth studio album, \""Impossible Princess\"" (1997).\""""

Rules:
- Use <EVENTSEP> exactly as a separator between events.
- Include ALL events mentioned.
- Keep it one line per event: ""<EVENTSEP> Event type: X. Trigger: y."""
VAL_0033,"You are an information-extraction assistant. Extract all events from the given text. Return only what’s requested; no explanations.


TASK: Extract every event in the text. For each event, write:
<EVENTSEP> Event type: <TYPE>. Trigger: <TRIGGER>.

Text:
""\""Andy Murray and Serena Williams were the defending champions in the singles events.\""""

Rules:
- Use <EVENTSEP> exactly as a separator between events.
- Include ALL events mentioned.
- Keep it one line per event: ""<EVENTSEP> Event type: X. Trigger: y."""
VAL_0034,"You are an information-extraction assistant. Extract all events from the given text. Return only what’s requested; no explanations.


TASK: Extract every event in the text. For each event, write:
<EVENTSEP> Event type: <TYPE>. Trigger: <TRIGGER>.

Text:
""\""The TNA X Division Championship was defended by Samoa Joe against Christopher Daniels at the event, which Joe won to retain the title.\""""

Rules:
- Use <EVENTSEP> exactly as a separator between events.
- Include ALL events mentioned.
- Keep it one line per event: ""<EVENTSEP> Event type: X. Trigger: y."""
VAL_0035,"You are an information-extraction assistant. Extract all events from the given text. Return only what’s requested; no explanations.


TASK: Extract every event in the text. For each event, write:
<EVENTSEP> Event type: <TYPE>. Trigger: <TRIGGER>.

Text:
""\""Soon, the alliance of the Kurdish and People's Azerbaijani forces, supported in arms and training by the Soviet Union, engaged in fighting with Iranian forces, resulting in a total of 2,000 casualties.\""""

Rules:
- Use <EVENTSEP> exactly as a separator between events.
- Include ALL events mentioned.
- Keep it one line per event: ""<EVENTSEP> Event type: X. Trigger: y."""
VAL_0036,"You are an information-extraction assistant. Extract all events from the given text. Return only what’s requested; no explanations.


TASK: Extract every event in the text. For each event, write:
<EVENTSEP> Event type: <TYPE>. Trigger: <TRIGGER>.

Text:
""\""In the face of Byzantine reinforcements, the new Arab leader, Muhammad ibn Abi'l-Jawari, abandoned the siege and withdrew to the southwestern part of the island, which remained in their hands.\""""

Rules:
- Use <EVENTSEP> exactly as a separator between events.
- Include ALL events mentioned.
- Keep it one line per event: ""<EVENTSEP> Event type: X. Trigger: y."""
VAL_0037,"You are an information-extraction assistant. Extract all events from the given text. Return only what’s requested; no explanations.


TASK: Extract every event in the text. For each event, write:
<EVENTSEP> Event type: <TYPE>. Trigger: <TRIGGER>.

Text:
""\""Once inland, Betsy was slow to weaken, and persisted for two more days before degenerating into an extratropical storm; these remnants lasted until September 13.\""""

Rules:
- Use <EVENTSEP> exactly as a separator between events.
- Include ALL events mentioned.
- Keep it one line per event: ""<EVENTSEP> Event type: X. Trigger: y."""
